brand,model,year,mileage,price,fuel,type,reliability,insurance_cost,maintenance_cost,suitable_driver_type,color,mpg_city,mpg_highway,safety_rating,cargo_space
Jeep,Cherokee,2018,115418,20000,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,Red,23,31,4,25
Jeep,Compass,2017,143208,18000,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,Green,23,32,4,27
Jeep,Wrangler,2011,209054,16500,Petrol,SUV,Medium,High,High,Enthusiast,Blue,15,19,3,31
Jeep,Wrangler,2013,232277,18500,Petrol,SUV,Medium,High,High,Enthusiast,Red,17,21,3,31
Jeep,Wrangler,2016,113705,24500,Petrol,SUV,Medium,High,High,Enthusiast,Black,17,21,3,31
Jeep,Wrangler,2017,134001,24000,Petrol,SUV,Medium,High,High,Enthusiast,Green,17,25,3,31
Jeep,Wrangler,2022,42019,33500,Petrol,SUV,Medium,High,High,Enthusiast,Green,22,24,3,31
Kia,Forte,2011,209934,6500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Blue,26,36,4,14
Kia,Forte,2014,166023,9500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Red,26,36,4,15
Kia,Forte,2018,82579,14000,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Black,31,41,4,15
Kia,Forte,2021,45942,16500,Petrol,Sedan,Medium,Low,Medium,Student;Commuter,White,31,41,4,15
Kia,Niro,2017,116435,16000,Hybrid,SUV,Medium,Low,Low,Commuter;Family,Green,50,45,5,19
Kia,Niro,2018,111703,17500,Hybrid,SUV,Medium,Low,Low,Commuter;Family,White,50,45,5,19
Kia,Niro,2020,100342,19500,Hybrid,SUV,Medium,Low,Low,Commuter;Family,Green,53,48,5,19
Kia,Rio,2017,87402,12000,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Red,29,37,4,14
Kia,Rio,2017,76400,10500,Petrol,Hatchback,Medium,Low,Low,Student;Budget,Blue,32,40,4,17
Kia,Sorento,2017,94019,19000,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,Gray,22,29,5,38
Land Rover,Discovery Sport,2015,156405,22500,Petrol,SUV,Medium,High,High,Enthusiast;Family,White,18,25,4,23
Land Rover,Discovery Sport,2017,149644,26500,Petrol,SUV,Medium,High,High,Enthusiast;Family,Black,20,25,4,23
Land Rover,Discovery Sport,2021,73753,35500,Petrol,SUV,Medium,High,High,Enthusiast;Family,Green,21,25,4,23
Land Rover,Range Rover Evoque,2012,214995,19500,Petrol,SUV,Medium,High,High,Enthusiast,Gray,18,26,4,20
Land Rover,Range Rover Evoque,2014,176484,22500,Petrol,SUV,Medium,High,High,Enthusiast,Silver,20,28,4,20
Land Rover,Range Rover Evoque,2017,108683,28500,Petrol,SUV,Medium,High,High,Enthusiast,White,21,30,4,21
Land Rover,Range Rover Evoque,2018,114394,38000,Petrol,SUV,Medium,High,High,Enthusiast,Black,21,30,4,21
Land Rover,Range Rover Evoque,2021,48835,38500,Petrol,SUV,Medium,High,High,Enthusiast,Black,20,27,4,21
Lexus,ES,2013,161817,18500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,White,40,39,5,15
Lexus,ES,2016,150790,24500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Silver,40,39,5,15
Lexus,ES,2018,93415,28000,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Black,44,45,5,16
Lexus,ES,2018,95151,28000,Petrol,Sedan,High,High,Medium,Luxury;Family,White,22,33,5,16
Lexus,ES,2021,56341,32500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Black,44,45,5,16
Lexus,GS,2017,89737,35000,Petrol,Sedan,High,High,Medium,Enthusiast;Family,Black,19,29,5,18
Lexus,IS,2011,172563,14500,Petrol,Sedan,High,High,Medium,Enthusiast,Silver,21,29,4,11
Lexus,IS,2014,133160,18500,Petrol,Sedan,High,High,Medium,Enthusiast,Black,21,30,5,11
Lexus,IS,2017,100089,24000,Petrol,Sedan,High,High,Medium,Enthusiast,Red,21,30,5,11
Lexus,IS,2020,58539,28500,Petrol,Sedan,High,High,Medium,Enthusiast,Red,21,31,5,11
Lexus,NX,2017,112331,32000,Hybrid,SUV,High,High,Medium,Family;Enthusiast,White,33,30,5,17
Lexus,RX,2017,150661,35000,Petrol,SUV,High,High,Medium,Enthusiast;Family,Gray,20,27,5,18
Lincoln,Continental,2018,77803,24500,Petrol,Sedan,Medium,High,High,Enthusiast;Family,Gray,16,25,5,16
Lincoln,Continental,2020,60950,32500,Petrol,Sedan,Medium,High,High,Enthusiast;Family,Black,16,24,5,16
Lincoln,MKC,2018,92161,28000,Petrol,SUV,Medium,High,High,Enthusiast;Family,Red,20,29,4,26
Lincoln,MKZ,2013,144706,14500,Petrol,Sedan,Medium,High,High,Enthusiast;Family,White,18,26,5,16
Lincoln,MKZ,2016,97370,18500,Petrol,Sedan,Medium,High,High,Enthusiast;Family,Black,17,26,5,16
Lincoln,MKZ,2018,99259,23000,Petrol,Sedan,Medium,High,High,Enthusiast;Family,Silver,20,31,5,16
Lincoln,MKZ,2020,64727,26500,Petrol,Sedan,Medium,High,High,Enthusiast;Family,Silver,20,31,5,16
Lincoln,Navigator,2015,170283,32500,Petrol,SUV,Medium,High,High,Enthusiast;Family,Silver,14,20,5,57
Lincoln,Navigator,2017,112054,42500,Petrol,SUV,Medium,High,High,Enthusiast;Family,Black,16,23,5,57
Lincoln,Navigator,2018,122008,48000,Petrol,SUV,Medium,High,High,Enthusiast;Family,White,16,23,5,57
Lincoln,Navigator,2021,66488,65500,Petrol,SUV,Medium,High,High,Enthusiast;Family,White,16,23,5,57
Maserati,Ghibli,2017,116861,42000,Petrol,Sedan,Low,High,High,Enthusiast,White,17,25,4,18
Mazda,CX-3,2018,129502,17000,Petrol,SUV,Medium,Low,Medium,Student;Commuter,Red,29,34,4,13
Mazda,CX-5,2013,149967,12500,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,White,25,31,4,34
Mazda,CX-5,2014,162497,14500,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,Red,26,32,5,34
Mazda,CX-5,2017,142403,19000,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,White,25,31,5,31
Mazda,CX-5,2021,68292,23500,Petrol,SUV,Medium,Medium,Medium,Family;Commuter,Blue,25,31,5,31
Mazda,Mazda3,2010,170091,7500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Silver,25,33,4,12
Mazda,Mazda3,2012,151533,9500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Blue,25,33,4,12
Mazda,Mazda3,2015,132466,12500,Petrol,Sedan,Medium,Low,Medium,Student;Commuter,White,28,38,5,12
Mazda,Mazda3,2017,133568,15000,Petrol,Sedan,Medium,Low,Medium,Student;Commuter,Red,28,36,5,13
Mazda,Mazda3,2020,54834,18500,Petrol,Sedan,Medium,Low,Medium,Student;Commuter,Red,26,35,5,13
Mercedes,C-Class,2012,155871,17500,Petrol,Sedan,Medium,High,High,Enthusiast,White,21,31,5,12
Mercedes,C-Class,2015,131931,23500,Petrol,Sedan,Medium,High,High,Enthusiast,Silver,25,34,5,13
Mercedes,C-Class,2016,97086,26000,Petrol,Sedan,Medium,High,High,Enthusiast,Silver,24,32,5,13
Mercedes,C-Class,2021,53640,37500,Petrol,Sedan,Medium,High,High,Enthusiast,Black,23,32,5,13
Mercedes,CLA,2018,95909,26000,Petrol,Sedan,Medium,High,High,Enthusiast,Red,24,37,4,13
Mercedes,GLC,2018,115447,33000,Petrol,SUV,Medium,High,High,Enthusiast,Silver,22,28,5,19
Mercedes,Sprinter,2017,108738,35000,Petrol,Van,Medium,High,High,Family,Silver,14,17,4,319
Mini,Cooper,2010,215116,10500,Petrol,Hatchback,Medium,Medium,Medium,Student;Budget,Blue,28,36,4,6
Mini,Cooper,2012,147124,12500,Petrol,Hatchback,Medium,Medium,Medium,Student;Enthusiast,White,29,37,4,6
Mini,Cooper,2015,107465,16500,Petrol,Hatchback,Medium,Medium,Medium,Student;Enthusiast,Red,28,37,4,9
Mini,Cooper,2017,106432,18000,Petrol,Hatchback,Medium,Medium,Medium,Student;Enthusiast,Green,28,38,4,9
Mini,Cooper,2020,51373,22500,Petrol,Hatchback,Medium,Medium,Medium,Student;Enthusiast,Green,28,38,4,9
Mini,Countryman,2013,208850,15500,Petrol,SUV,Medium,Medium,Medium,Family;Enthusiast,Silver,25,31,4,41
Mini,Countryman,2016,124520,19500,Petrol,SUV,Medium,Medium,Medium,Family;Enthusiast,White,25,31,4,41
Mini,Countryman,2018,100164,22000,Petrol,SUV,Medium,Medium,Medium,Family;Enthusiast,Blue,24,33,4,18
Mini,Countryman,2021,47926,28500,Petrol,SUV,Medium,Medium,Medium,Family;Enthusiast,Black,26,33,4,18
Mitsubishi,Lancer,2018,80872,12000,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Red,26,34,4,12
Mitsubishi,Mirage,2017,93162,9000,Petrol,Hatchback,Low,Low,Medium,Student;Budget,Blue,36,43,3,17
Mitsubishi,Outlander,2017,147580,15000,Petrol,SUV,Medium,Low,Medium,Family;Budget,White,25,30,4,31
Nissan,Frontier,2010,202605,9500,Petrol,Truck,Medium,Low,Medium,Family;Budget,Red,18,23,3,38
Nissan,Frontier,2012,221359,12500,Petrol,Truck,Medium,Low,Medium,Family;Budget,Blue,21,27,3,38
Nissan,Frontier,2015,137016,16500,Petrol,Truck,Medium,Low,Medium,Family;Budget,Gray,19,23,3,39
Nissan,Frontier,2017,118277,19000,Petrol,Truck,Medium,Low,Medium,Budget;Family,White,21,27,3,38
Nissan,Frontier,2020,77659,24500,Petrol,Truck,Medium,Low,Medium,Family;Commuter,White,20,27,3,38
Nissan,Leaf,2012,164672,8500,Electric,Hatchback,Medium,Low,Low,Student;Budget,White,106,92,4,24
Nissan,Leaf,2012,253877,7486,Electric,Hatchback,Medium,Low,Low,Student;Budget,Black,106,92,4,24
Nissan,Leaf,2015,114866,12500,Electric,Hatchback,Medium,Low,Low,Student;Budget,Blue,126,101,4,24
Nissan,Leaf,2017,101968,20000,Electric,Hatchback,Medium,Low,Low,Commuter;Student,White,124,99,4,24
Nissan,Leaf,2017,104061,15000,Electric,Hatchback,High,Medium,Low,Eco;Urban,White,124,99,5,24
Nissan,Leaf,2020,70290,22500,Electric,Hatchback,Medium,Low,Low,Commuter;Student,Silver,149,99,4,24
Nissan,NV200,2018,97354,18000,Petrol,Van,Medium,Low,Medium,Family;Budget,Gray,24,26,4,123
Nissan,Rogue,2017,108606,17000,Petrol,SUV,Medium,Low,Medium,Family;Commuter,Blue,26,33,4,32
Nissan,Sentra,2012,189221,7500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,White,27,35,4,12
Nissan,Sentra,2015,159918,10500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,Blue,30,39,4,14
Nissan,Sentra,2018,118407,13000,Petrol,Sedan,Medium,Low,Medium,Student;Budget,White,29,37,4,14
Nissan,Sentra,2021,52739,16500,Petrol,Sedan,Medium,Low,Medium,Student;Commuter,Red,29,39,4,14
Nissan,Versa,2015,148321,8500,Petrol,Sedan,Medium,Low,Medium,Student;Budget,White,31,40,4,15
Nissan,Versa,2017,137621,11000,Petrol,Sedan,Medium,Low,Medium,Student;Budget,White,32,40,4,15
Porsche,Macan,2018,130843,45000,Petrol,SUV,Medium,High,High,Enthusiast,Red,17,23,5,17
Ram,1500,2010,199709,12500,Petrol,Truck,Medium,Medium,High,Family;Budget,Blue,13,19,3,54
Ram,1500,2012,195064,15500,Petrol,Truck,Medium,Medium,High,Family;Enthusiast,Silver,14,20,4,54
Ram,1500,2015,129839,20500,Petrol,Truck,Medium,Medium,High,Family;Enthusiast,White,17,25,4,54
Ram,1500,2018,103454,25000,Petrol,Truck,Medium,Medium,High,Family;Enthusiast,Black,17,25,4,54
Ram,1500,2021,81305,34500,Petrol,Truck,Medium,Medium,High,Family;Enthusiast,Black,20,25,4,54
Ram,ProMaster City,2018,106128,20000,Petrol,Van,Medium,Medium,High,Family;Budget,White,21,24,3,104
Smart,ForTwo,2010,233082,5500,Petrol,Hatchback,Low,Low,High,Student;Budget,White,33,41,3,8
Smart,ForTwo,2011,222727,6500,Petrol,Hatchback,Low,Low,High,Student;Budget,Black,33,41,3,8
Smart,ForTwo,2013,175871,8500,Petrol,Hatchback,Low,Low,High,Student;Budget,Silver,34,38,3,7
Smart,ForTwo,2016,142487,12500,Petrol,Hatchback,Low,Low,High,Student;Budget,Red,32,39,3,7
Smart,ForTwo,2018,107325,10000,Petrol,Hatchback,Low,Low,High,Student;Budget,Red,33,39,3,7
Subaru,Crosstrek,2018,111251,18000,Petrol,SUV,High,Low,Low,Commuter;Student,Orange,27,33,5,21
Subaru,Forester,2018,122866,19000,Petrol,SUV,High,Low,Low,Family;Commuter,Green,26,33,5,35
Subaru,Impreza,2010,171898,8500,Petrol,Sedan,High,Low,Low,Student;Budget,Gray,25,33,4,12
Subaru,Impreza,2012,187226,10500,Petrol,Sedan,High,Low,Low,Student;Budget,Red,25,34,5,12
Subaru,Impreza,2015,127126,13500,Petrol,Sedan,High,Low,Low,Student;Commuter,White,27,36,5,12
Subaru,Impreza,2018,89089,16000,Petrol,Sedan,High,Low,Low,Student;Commuter,Blue,28,36,5,12
Subaru,Impreza,2021,53955,19500,Petrol,Sedan,High,Low,Low,Student;Commuter,Blue,28,36,5,12
Subaru,Legacy,2017,104714,17000,Petrol,Sedan,High,Low,Low,Family;Commuter,Blue,25,34,5,15
Subaru,Outback,2012,190332,11500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Blue,23,30,4,34
Subaru,Outback,2015,151113,16500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Silver,25,33,5,35
Subaru,Outback,2018,92425,20000,Petrol,SUV,High,Medium,Medium,Family;Commuter,Green,26,33,5,35
Subaru,Outback,2022,47047,26500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Green,26,33,5,35
Subaru,STI,2018,83256,32000,Petrol,Sedan,Medium,High,High,Enthusiast,White,17,23,5,12
Subaru,WRX,2017,120512,24000,Petrol,Sedan,Medium,High,Medium,Enthusiast,Blue,21,28,5,12
Tesla,Model 3,2018,81506,35000,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,White,130,120,5,15
Tesla,Model 3,2019,86762,32500,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,Black,141,132,5,15
Tesla,Model 3,2022,42072,39500,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,White,134,126,5,15
Tesla,Model S,2013,112328,28500,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,Red,89,90,5,26
Tesla,Model S,2015,110168,32500,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,White,95,105,5,26
Tesla,Model S,2017,88039,40000,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,Black,105,120,5,28
Tesla,Model S,2020,65082,45500,Electric,Sedan,High,Medium,Low,Enthusiast;Commuter,Black,105,120,5,28
Tesla,Model X,2016,120978,42500,Electric,SUV,High,High,Low,Enthusiast;Family,White,89,93,5,78
Tesla,Model X,2017,118027,50000,Electric,SUV,High,High,Low,Enthusiast;Family,Silver,89,93,5,88
Tesla,Model X,2020,68908,55500,Electric,SUV,High,High,Low,Enthusiast;Family,Silver,102,105,5,88
Tesla,Model Y,2021,53031,38500,Electric,SUV,High,Medium,Low,Family;Commuter,Red,125,120,5,68
Tesla,Model Y,2022,52558,42500,Electric,SUV,High,Medium,Low,Family;Commuter,Blue,131,117,5,68
Toyota,Avalon,2018,86157,22000,Petrol,Sedan,High,Medium,Low,Family;Commuter,Silver,22,32,5,16
Toyota,Camry,2010,170099,9500,Petrol,Sedan,High,Medium,Medium,Family;Budget,Blue,22,33,4,15
Toyota,Camry,2012,180817,11000,Petrol,Sedan,High,Medium,Low,Family;Budget,Silver,25,35,4,15
Toyota,Camry,2013,131441,13500,Petrol,Sedan,High,Medium,Low,Family;Commuter,Black,25,35,5,15
Toyota,Camry,2017,96547,18000,Petrol,Sedan,High,Medium,Low,Family;Commuter,Black,28,39,5,15
Toyota,Camry,2017,75817,20445,Petrol,Sedan,High,Medium,Low,Family;Commuter,Blue,28,39,5,15
Toyota,Camry,2017,91678,18000,Petrol,Sedan,High,Medium,Low,Family;Commuter,Black,28,39,5,15
Toyota,Camry,2020,80279,22500,Petrol,Sedan,High,Medium,Low,Family;Commuter,Silver,28,39,5,15
Toyota,Camry Hybrid,2013,115281,14500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,White,43,39,5,15
Toyota,Camry Hybrid,2016,104516,18500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Red,40,38,5,15
Toyota,Camry Hybrid,2021,50062,24500,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Blue,51,53,5,15
Toyota,Camry Hybrid,2021,89642,21163,Hybrid,Sedan,High,Medium,Low,Family;Commuter,Blue,51,53,5,15
Toyota,Corolla,2010,208661,8000,Petrol,Sedan,High,Low,Low,Student;Budget,Silver,26,34,4,13
Toyota,Corolla,2012,161151,9500,Petrol,Sedan,High,Low,Low,Student;Budget,White,28,36,4,12
Toyota,Corolla,2015,121721,12500,Petrol,Sedan,High,Low,Low,Student;Commuter;Family,Red,30,40,5,13
Toyota,Corolla,2018,92418,15000,Petrol,Sedan,High,Low,Low,Student;Commuter;Family,White,31,40,5,13
Toyota,Corolla,2020,56245,18500,Petrol,Sedan,High,Low,Low,Student;Commuter;Family,Blue,31,40,5,13
Toyota,Corolla Hatchback,2019,68317,17000,Petrol,Hatchback,High,Low,Low,Student;Commuter,Blue,30,38,5,18
Toyota,Corolla Hatchback,2019,64608,17000,Petrol,Hatchback,High,Low,Low,Student;Commuter,Blue,30,38,5,18
Toyota,Corolla Hatchback,2019,55844,19219,Petrol,Hatchback,High,Low,Low,Student;Commuter,Blue,30,38,5,18
Toyota,Corolla Hatchback,2019,54836,19079,Petrol,Hatchback,High,Low,Low,Student;Commuter,Silver,30,38,5,18
Toyota,Highlander,2017,117339,23000,Petrol,SUV,High,Medium,Medium,Family,Blue,21,27,5,42
Toyota,Highlander Hybrid,2014,165849,21500,Hybrid,SUV,High,Medium,Medium,Family;Commuter,Gray,28,28,5,42
Toyota,Highlander Hybrid,2016,131991,26500,Hybrid,SUV,High,Medium,Medium,Family;Commuter,Blue,28,28,5,42
Toyota,Highlander Hybrid,2018,93819,30000,Hybrid,SUV,High,Medium,Medium,Family;Commuter,Silver,36,35,5,42
Toyota,Highlander Hybrid,2021,66232,34500,Hybrid,SUV,High,Medium,Medium,Family;Commuter,Silver,36,35,5,42
Toyota,Prius,2011,164616,9500,Hybrid,Sedan,High,Low,Low,Commuter;Budget,Blue,51,50,5,22
Toyota,Prius,2014,169506,13500,Hybrid,Sedan,High,Low,Low,Commuter;Student,Silver,50,50,5,22
Toyota,Prius,2017,94309,16000,Hybrid,Sedan,High,Low,Low,Commuter;Student,Silver,58,53,4,24
Toyota,Prius,2021,41709,22500,Hybrid,Sedan,High,Low,Low,Commuter;Student,White,58,53,5,24
Toyota,Prius Prime,2017,86669,19000,Hybrid,Sedan,High,Low,Low,Commuter;Student,Silver,114,109,4,20
Toyota,Prius Prime,2018,87731,19500,Hybrid,Sedan,High,Low,Low,Commuter;Student,Silver,114,109,4,20
Toyota,Prius Prime,2018,94390,19500,Plugin Hybrid,Hatchback,High,Medium,Low,Eco;Commuter,Silver,54,50,5,19
Toyota,Prius Prime,2020,61218,22500,Hybrid,Sedan,High,Low,Low,Commuter;Student,White,127,108,4,20
Toyota,RAV4,2012,209193,13500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Blue,22,28,4,36
Toyota,RAV4,2015,161121,16500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Silver,24,31,5,38
Toyota,RAV4,2019,73764,22000,Petrol,SUV,High,Medium,Medium,Family;Commuter,Red,26,35,5,37
Toyota,RAV4,2019,86008,22000,Petrol,SUV,High,Medium,Medium,Family;Commuter,Black,26,35,5,37
Toyota,RAV4,2022,57518,28500,Petrol,SUV,High,Medium,Medium,Family;Commuter,Black,27,35,5,37
Toyota,RAV4,2022,82052,21690,Petrol,SUV,High,Medium,Medium,Family;Commuter,Green,27,35,5,37
Toyota,RAV4,2022,102572,22239,Petrol,SUV,High,Medium,Medium,Family;Commuter,Red,27,35,5,37
Toyota,Sienna,2010,181967,12500,Petrol,Van,High,Medium,Medium,Family,Blue,16,23,4,39
Toyota,Sienna,2011,174078,14500,Petrol,Van,High,Medium,Medium,Family,Gray,16,23,4,39
Toyota,Sienna,2013,151305,17500,Petrol,Van,High,Medium,Medium,Family,White,18,25,4,39
Toyota,Sienna,2016,121540,22500,Petrol,Van,High,Medium,Medium,Family,Red,18,25,4,39
Toyota,Sienna,2018,70929,26000,Petrol,Van,High,Medium,Medium,Family,Gray,19,27,4,40
Toyota,Sienna,2018,84713,26000,Petrol,Van,High,Medium,Medium,Family,Gray,19,27,4,40
Toyota,Sienna,2021,61268,35500,Petrol,Van,High,Medium,Medium,Family,Black,19,27,4,40
Toyota,Tacoma,2011,178846,15500,Petrol,Truck,High,Medium,Medium,Family;Enthusiast,Blue,19,25,4,39
Toyota,Tacoma,2013,163099,18500,Petrol,Truck,High,Medium,Medium,Family;Enthusiast,White,21,25,4,39
Toyota,Tacoma,2016,167581,23500,Petrol,Truck,High,Medium,Medium,Family;Enthusiast,Red,19,24,4,42
Toyota,Tacoma,2018,132350,25000,Petrol,Truck,High,Medium,Medium,Family;Enthusiast,Gray,21,25,4,42
Toyota,Tacoma,2022,57968,31500,Petrol,Truck,High,Medium,Medium,Family;Enthusiast,Gray,20,23,4,42
Toyota,Yaris,2018,92917,14000,Petrol,Hatchback,High,Low,Low,Student;Budget,White,32,40,4,15
Toyota,Yaris,2018,164865,12220,Petrol,Hatchback,High,Low,Low,Student;Budget,White,32,40,4,15
Toyota,Yaris,2018,85234,14000,Petrol,Hatchback,High,Low,Low,Student;Budget,White,32,40,4,15
Toyota,Yaris,2018,66764,16506,Petrol,Hatchback,High,Low,Low,Student;Budget,White,32,40,4,15
Toyota,Yaris,2019,62149,14500,Petrol,Hatchback,High,Low,Low,Student;Urban,Blue,32,40,4,15
Volkswagen,Golf,2010,170870,8500,Petrol,Hatchback,Medium,Medium,High,Student;Budget,Blue,23,30,4,15
Volkswagen,Golf,2012,150970,10500,Petrol,Hatchback,Medium,Medium,High,Student;Budget,Silver,24,33,5,15
Volkswagen,Golf,2015,107217,14500,Petrol,Hatchback,Medium,Medium,High,Student;Commuter,Black,25,36,5,22
Volkswagen,Golf,2017,90029,16000,Petrol,Hatchback,Medium,Medium,High,Student;Commuter,Silver,25,34,5,22
Volkswagen,Golf,2020,69920,21500,Petrol,Hatchback,Medium,Medium,High,Student;Commuter,White,28,36,5,22
Volkswagen,Jetta,2012,197999,9500,Petrol,Sedan,Medium,Medium,High,Student;Budget,Gray,24,34,5,16
Volkswagen,Jetta,2015,111832,13500,Petrol,Sedan,Medium,Medium,High,Student;Commuter,White,25,36,5,16
Volkswagen,Jetta,2017,124694,15000,Petrol,Sedan,Medium,Medium,High,Student;Commuter,Gray,30,40,5,14
Volkswagen,Jetta,2020,66939,19500,Petrol,Sedan,Medium,Medium,High,Student;Commuter,Black,30,40,5,14
Volkswagen,Passat,2010,155331,9500,Petrol,Sedan,Medium,Medium,High,Family;Budget,Black,22,31,4,14
Volkswagen,Passat,2012,173503,11500,Petrol,Sedan,Medium,Medium,High,Family;Budget,Red,22,31,5,14
Volkswagen,Passat,2015,125322,15500,Petrol,Sedan,Medium,Medium,High,Family;Commuter,White,25,36,5,16
Volkswagen,Passat,2018,82292,19000,Petrol,Sedan,Medium,Medium,High,Family;Commuter,Black,25,36,5,16
Volkswagen,Passat,2020,77333,22500,Petrol,Sedan,Medium,Medium,High,Family;Commuter,Gray,23,34,5,16
Volvo,S60,2011,167149,12500,Petrol,Sedan,High,Medium,High,Enthusiast;Commuter,Silver,19,29,4,12
Volvo,S60,2012,155129,14500,Petrol,Sedan,High,Medium,High,Enthusiast;Commuter,White,20,30,5,12
Volvo,S60,2015,145814,18500,Petrol,Sedan,High,Medium,High,Enthusiast;Commuter,Black,25,37,5,12
Volvo,S60,2020,62677,26500,Petrol,Sedan,High,Medium,High,Enthusiast;Commuter,Blue,22,31,5,12
Volvo,S90,2018,91120,32000,Petrol,Sedan,High,High,High,Enthusiast;Family,Blue,21,31,5,16
Volvo,XC60,2011,247081,15500,Petrol,SUV,High,High,High,Enthusiast;Family,Blue,17,23,4,31
Volvo,XC60,2013,162177,18500,Petrol,SUV,High,High,High,Enthusiast;Family,Black,18,25,5,31
Volvo,XC60,2016,115213,23500,Petrol,SUV,High,High,High,Enthusiast;Family,Gray,20,27,5,30
Volvo,XC60,2017,100116,29000,Petrol,SUV,High,High,High,Enthusiast;Family,Blue,22,28,5,30
Volvo,XC60,2021,53428,35500,Petrol,SUV,High,High,High,Enthusiast;Family,White,22,29,5,30
Volvo,XC90,2015,141138,26500,Petrol,SUV,High,High,High,Family;Enthusiast,Black,16,23,5,15
Volvo,XC90,2016,161018,28500,Petrol,SUV,High,High,High,Family;Enthusiast,White,20,27,5,16
Volvo,XC90,2021,56414,42500,Petrol,SUV,High,High,High,Family;Enthusiast,Silver,20,27,5,16
